original_file,cropped_file,face_id,prob,width,height
2025-06-14_20_22_19_836_0.jpg_compressed.JPEG,2025-06-14_20_22_19_836_0.jpg_compressed_face0.jpg,0,0.9999018907546997,160,160
2025-06-15_18_53_34_151_0.jpg_compressed.JPEG,2025-06-15_18_53_34_151_0.jpg_compressed_face0.jpg,0,0.9999606609344482,160,160
2025-06-19_19_16_02_593_0.jpg_compressed.JPEG,2025-06-19_19_16_02_593_0.jpg_compressed_face0.jpg,0,0.9999955892562866,160,160
2025-06-19_19_16_02_593_0.jpg_compressed.JPEG,2025-06-19_19_16_02_593_0.jpg_compressed_face1.jpg,1,0.9979425072669983,160,160
IMG-20230925-WA0049.jpg_compressed.JPEG,IMG-20230925-WA0049.jpg_compressed_face0.jpg,0,0.9982093572616577,160,160
IMG-20230925-WA0062.jpg_compressed.JPEG,IMG-20230925-WA0062.jpg_compressed_face0.jpg,0,0.9999998807907104,160,160
IMG-20230925-WA0062.jpg_compressed.JPEG,IMG-20230925-WA0062.jpg_compressed_face1.jpg,1,0.9931312203407288,160,160
IMG-20230925-WA0062.jpg_compressed.JPEG,IMG-20230925-WA0062.jpg_compressed_face2.jpg,2,0.9999998807907104,160,160
IMG-20240509-WA0022.jpg_compressed.JPEG,IMG-20240509-WA0022.jpg_compressed_face0.jpg,0,0.9999517202377319,160,160
IMG-20240509-WA0022.jpg_compressed.JPEG,IMG-20240509-WA0022.jpg_compressed_face1.jpg,1,0.9999872446060181,160,160
IMG-20240618-WA0027.jpg_compressed.JPEG,IMG-20240618-WA0027.jpg_compressed_face0.jpg,0,0.9999915361404419,160,160
IMG-20240618-WA0032.jpg_compressed.JPEG,IMG-20240618-WA0032.jpg_compressed_face0.jpg,0,1.0,160,160
IMG-20240618-WA0038.jpg_compressed.JPEG,IMG-20240618-WA0038.jpg_compressed_face0.jpg,0,0.9999860525131226,160,160
IMG-20240831-WA0029.jpeg_compressed.JPEG,IMG-20240831-WA0029.jpeg_compressed_face0.jpg,0,0.9999798536300659,160,160
IMG-20240909-WA0014.jpg_compressed.JPEG,IMG-20240909-WA0014.jpg_compressed_face0.jpg,0,0.9999747276306152,160,160
IMG-20240909-WA0014.jpg_compressed.JPEG,IMG-20240909-WA0014.jpg_compressed_face1.jpg,1,0.99997878074646,160,160
IMG-20241015-WA0011.jpeg_compressed.JPEG,IMG-20241015-WA0011.jpeg_compressed_face0.jpg,0,0.9993222951889038,160,160
IMG-20241015-WA0026.jpg_compressed.JPEG,IMG-20241015-WA0026.jpg_compressed_face0.jpg,0,0.9999986886978149,160,160
IMG-20241015-WA0027.jpg_compressed.JPEG,IMG-20241015-WA0027.jpg_compressed_face0.jpg,0,0.9999724626541138,160,160
IMG-20241015-WA0037.jpg_compressed.JPEG,IMG-20241015-WA0037.jpg_compressed_face0.jpg,0,0.9999078512191772,160,160
IMG-20241027-WA0321.jpg_compressed.JPEG,IMG-20241027-WA0321.jpg_compressed_face0.jpg,0,1.0,160,160
IMG-20241027-WA0366.jpg_compressed.JPEG,IMG-20241027-WA0366.jpg_compressed_face0.jpg,0,0.9998738765716553,160,160
IMG-20241028-WA0047.jpg_compressed.JPEG,IMG-20241028-WA0047.jpg_compressed_face0.jpg,0,1.0,160,160
IMG-20241028-WA0047.jpg_compressed.JPEG,IMG-20241028-WA0047.jpg_compressed_face1.jpg,1,0.9518365859985352,160,160
IMG-20241113-WA0132.jpg_compressed.JPEG,IMG-20241113-WA0132.jpg_compressed_face0.jpg,0,0.9999955892562866,160,160
IMG-20241113-WA0132.jpg_compressed.JPEG,IMG-20241113-WA0132.jpg_compressed_face1.jpg,1,0.9999979734420776,160,160
IMG-20241114-WA0012.jpg_compressed.JPEG,IMG-20241114-WA0012.jpg_compressed_face0.jpg,0,0.9999995231628418,160,160
IMG-20241114-WA0023.jpg_compressed.JPEG,IMG-20241114-WA0023.jpg_compressed_face0.jpg,0,0.9999978542327881,160,160
IMG-20250116-WA0004.jpg_compressed.JPEG,IMG-20250116-WA0004.jpg_compressed_face0.jpg,0,0.9999963045120239,160,160
IMG-20250125-WA0003.jpg_compressed.JPEG,IMG-20250125-WA0003.jpg_compressed_face0.jpg,0,0.9999971389770508,160,160
IMG-20250125-WA0006.jpg_compressed.JPEG,IMG-20250125-WA0006.jpg_compressed_face1.jpg,1,1.0,160,160
IMG-20250220-WA0033.jpeg_compressed.JPEG,IMG-20250220-WA0033.jpeg_compressed_face0.jpg,0,0.9999793767929077,160,160
IMG-20250220-WA0033.jpeg_compressed.JPEG,IMG-20250220-WA0033.jpeg_compressed_face1.jpg,1,0.9999839067459106,160,160
IMG-20250222-WA0142.jpg_compressed.JPEG,IMG-20250222-WA0142.jpg_compressed_face0.jpg,0,0.9999732971191406,160,160
IMG-20250222-WA0142.jpg_compressed.JPEG,IMG-20250222-WA0142.jpg_compressed_face1.jpg,1,0.9999914169311523,160,160
IMG-20250222-WA0142.jpg_compressed.JPEG,IMG-20250222-WA0142.jpg_compressed_face2.jpg,2,0.99997878074646,160,160
IMG-20250222-WA0144.jpg_compressed.JPEG,IMG-20250222-WA0144.jpg_compressed_face0.jpg,0,0.9997830986976624,160,160
IMG-20250222-WA0144.jpg_compressed.JPEG,IMG-20250222-WA0144.jpg_compressed_face1.jpg,1,0.9997139573097229,160,160
IMG-20250222-WA0160.jpg_compressed.JPEG,IMG-20250222-WA0160.jpg_compressed_face0.jpg,0,0.9999985694885254,160,160
IMG-20250222-WA0160.jpg_compressed.JPEG,IMG-20250222-WA0160.jpg_compressed_face1.jpg,1,0.9999839067459106,160,160
IMG-20250222-WA0160.jpg_compressed.JPEG,IMG-20250222-WA0160.jpg_compressed_face2.jpg,2,0.9722169637680054,160,160
IMG-20250222-WA0163.jpg_compressed.JPEG,IMG-20250222-WA0163.jpg_compressed_face0.jpg,0,0.9999926090240479,160,160
IMG-20250222-WA0163.jpg_compressed.JPEG,IMG-20250222-WA0163.jpg_compressed_face1.jpg,1,0.9999953508377075,160,160
IMG-20250222-WA0163.jpg_compressed.JPEG,IMG-20250222-WA0163.jpg_compressed_face2.jpg,2,0.9999189376831055,160,160
IMG-20250319-WA0009.jpeg_compressed.JPEG,IMG-20250319-WA0009.jpeg_compressed_face0.jpg,0,0.9993575215339661,160,160
IMG-20250422-WA0016.jpg_compressed.JPEG,IMG-20250422-WA0016.jpg_compressed_face0.jpg,0,0.9998569488525391,160,160
IMG-20250422-WA0017.jpg_compressed.JPEG,IMG-20250422-WA0017.jpg_compressed_face0.jpg,0,0.9999420642852783,160,160
IMG-20250423-WA0315.jpg_compressed.JPEG,IMG-20250423-WA0315.jpg_compressed_face0.jpg,0,0.9999996423721313,160,160
IMG-20250423-WA0315.jpg_compressed.JPEG,IMG-20250423-WA0315.jpg_compressed_face1.jpg,1,0.9997289776802063,160,160
IMG-20250423-WA0315.jpg_compressed.JPEG,IMG-20250423-WA0315.jpg_compressed_face2.jpg,2,0.9999994039535522,160,160
IMG-20250423-WA0315.jpg_compressed.JPEG,IMG-20250423-WA0315.jpg_compressed_face3.jpg,3,0.999994158744812,160,160
IMG-20250423-WA0315.jpg_compressed.JPEG,IMG-20250423-WA0315.jpg_compressed_face4.jpg,4,0.9999682903289795,160,160
IMG-20250503-WA0016.jpg_compressed.JPEG,IMG-20250503-WA0016.jpg_compressed_face0.jpg,0,0.9999977350234985,160,160
IMG-20250605-WA0013.jpg_compressed.JPEG,IMG-20250605-WA0013.jpg_compressed_face0.jpg,0,1.0,160,160
IMG-20250605-WA0016.jpg_compressed.JPEG,IMG-20250605-WA0016.jpg_compressed_face0.jpg,0,0.9999998807907104,160,160
IMG-20250605-WA0016.jpg_compressed.JPEG,IMG-20250605-WA0016.jpg_compressed_face1.jpg,1,0.9619563817977905,160,160
IMG-20250629-WA0042.jpg_compressed.JPEG,IMG-20250629-WA0042.jpg_compressed_face0.jpg,0,0.9999997615814209,160,160
IMG-20250708-WA0005.jpeg_compressed.JPEG,IMG-20250708-WA0005.jpeg_compressed_face0.jpg,0,0.999998927116394,160,160
IMG-20250909-WA0013.jpg_compressed.JPEG,IMG-20250909-WA0013.jpg_compressed_face0.jpg,0,0.9999974966049194,160,160
IMG-20250909-WA0013.jpg_compressed.JPEG,IMG-20250909-WA0013.jpg_compressed_face1.jpg,1,1.0,160,160
IMG-20250909-WA0013.jpg_compressed.JPEG,IMG-20250909-WA0013.jpg_compressed_face2.jpg,2,0.9995924830436707,160,160
IMG-20250909-WA0022.jpg_compressed.JPEG,IMG-20250909-WA0022.jpg_compressed_face0.jpg,0,0.9999895095825195,160,160
IMG-20250909-WA0022.jpg_compressed.JPEG,IMG-20250909-WA0022.jpg_compressed_face1.jpg,1,1.0,160,160
IMG-20250909-WA0022.jpg_compressed.JPEG,IMG-20250909-WA0022.jpg_compressed_face2.jpg,2,0.9999817609786987,160,160
IMG-20250909-WA0034.jpg_compressed.JPEG,IMG-20250909-WA0034.jpg_compressed_face0.jpg,0,0.9999991655349731,160,160
IMG-20250909-WA0034.jpg_compressed.JPEG,IMG-20250909-WA0034.jpg_compressed_face1.jpg,1,0.9999822378158569,160,160
IMG-20250909-WA0034.jpg_compressed.JPEG,IMG-20250909-WA0034.jpg_compressed_face2.jpg,2,0.9999996423721313,160,160
IMG-20250909-WA0042.jpg_compressed.JPEG,IMG-20250909-WA0042.jpg_compressed_face0.jpg,0,0.9999996423721313,160,160
IMG-20250909-WA0042.jpg_compressed.JPEG,IMG-20250909-WA0042.jpg_compressed_face1.jpg,1,0.9999998807907104,160,160
IMG-20250909-WA0078.jpg_compressed.JPEG,IMG-20250909-WA0078.jpg_compressed_face0.jpg,0,0.9968799352645874,160,160
IMG-20250909-WA0078.jpg_compressed.JPEG,IMG-20250909-WA0078.jpg_compressed_face1.jpg,1,0.9998513460159302,160,160
IMG-20250909-WA0078.jpg_compressed.JPEG,IMG-20250909-WA0078.jpg_compressed_face2.jpg,2,0.9601638913154602,160,160
IMG-20250912-WA0039.jpg_compressed.JPEG,IMG-20250912-WA0039.jpg_compressed_face0.jpg,0,0.9999983310699463,160,160
IMG-20250912-WA0039.jpg_compressed.JPEG,IMG-20250912-WA0039.jpg_compressed_face1.jpg,1,0.9995668530464172,160,160
IMG-20250912-WA0041.jpg_compressed.JPEG,IMG-20250912-WA0041.jpg_compressed_face0.jpg,0,0.9998646974563599,160,160
IMG-20250912-WA0041.jpg_compressed.JPEG,IMG-20250912-WA0041.jpg_compressed_face1.jpg,1,0.9999939203262329,160,160
IMG-20250912-WA0043.jpg_compressed.JPEG,IMG-20250912-WA0043.jpg_compressed_face0.jpg,0,0.9643245339393616,160,160
IMG-20250912-WA0043.jpg_compressed.JPEG,IMG-20250912-WA0043.jpg_compressed_face1.jpg,1,0.9968363046646118,160,160
IMG-20250912-WA0043.jpg_compressed.JPEG,IMG-20250912-WA0043.jpg_compressed_face2.jpg,2,0.9999310970306396,160,160
IMG-20250912-WA0045.jpg_compressed.JPEG,IMG-20250912-WA0045.jpg_compressed_face0.jpg,0,0.999996542930603,160,160
IMG-20250912-WA0045.jpg_compressed.JPEG,IMG-20250912-WA0045.jpg_compressed_face1.jpg,1,0.9999996423721313,160,160
IMG-20250912-WA0047.jpg_compressed.JPEG,IMG-20250912-WA0047.jpg_compressed_face0.jpg,0,0.9999589920043945,160,160
IMG-20250912-WA0049.jpg_compressed.JPEG,IMG-20250912-WA0049.jpg_compressed_face0.jpg,0,0.9999697208404541,160,160
IMG-20250912-WA0049.jpg_compressed.JPEG,IMG-20250912-WA0049.jpg_compressed_face1.jpg,1,0.999357283115387,160,160
IMG-20250912-WA0049.jpg_compressed.JPEG,IMG-20250912-WA0049.jpg_compressed_face2.jpg,2,0.9526825547218323,160,160
IMG-20250926-WA0026.jpg_compressed.JPEG,IMG-20250926-WA0026.jpg_compressed_face0.jpg,0,0.9999884366989136,160,160
IMG-20250926-WA0026.jpg_compressed.JPEG,IMG-20250926-WA0026.jpg_compressed_face1.jpg,1,0.9991530179977417,160,160
IMG-20250926-WA0036.jpg_compressed.JPEG,IMG-20250926-WA0036.jpg_compressed_face1.jpg,1,0.9999520778656006,160,160
IMG-20250926-WA0036.jpg_compressed.JPEG,IMG-20250926-WA0036.jpg_compressed_face2.jpg,2,0.9999977350234985,160,160
IMG-20250926-WA0039.jpg_compressed.JPEG,IMG-20250926-WA0039.jpg_compressed_face0.jpg,0,0.9999998807907104,160,160
IMG-20250926-WA0039.jpg_compressed.JPEG,IMG-20250926-WA0039.jpg_compressed_face1.jpg,1,0.999956488609314,160,160
IMG-20250926-WA0039.jpg_compressed.JPEG,IMG-20250926-WA0039.jpg_compressed_face2.jpg,2,0.9999948740005493,160,160
IMG-20250926-WA0041.jpg_compressed.JPEG,IMG-20250926-WA0041.jpg_compressed_face0.jpg,0,0.9999366998672485,160,160
IMG-20250926-WA0041.jpg_compressed.JPEG,IMG-20250926-WA0041.jpg_compressed_face1.jpg,1,0.9999669790267944,160,160
IMG-20250926-WA0041.jpg_compressed.JPEG,IMG-20250926-WA0041.jpg_compressed_face2.jpg,2,0.9999947547912598,160,160
IMG-20250926-WA0184.jpg_compressed.JPEG,IMG-20250926-WA0184.jpg_compressed_face0.jpg,0,0.9999985694885254,160,160
IMG-20250926-WA0184.jpg_compressed.JPEG,IMG-20250926-WA0184.jpg_compressed_face1.jpg,1,0.9999960660934448,160,160
IMG-20250926-WA0184.jpg_compressed.JPEG,IMG-20250926-WA0184.jpg_compressed_face2.jpg,2,0.9999797344207764,160,160
IMG-20250926-WA0196.jpg_compressed.JPEG,IMG-20250926-WA0196.jpg_compressed_face0.jpg,0,0.9999841451644897,160,160
IMG-20250926-WA0196.jpg_compressed.JPEG,IMG-20250926-WA0196.jpg_compressed_face1.jpg,1,0.9999978542327881,160,160
IMG-20250926-WA0196.jpg_compressed.JPEG,IMG-20250926-WA0196.jpg_compressed_face2.jpg,2,0.9998461008071899,160,160
IMG-20250926-WA0198.jpg_compressed.JPEG,IMG-20250926-WA0198.jpg_compressed_face0.jpg,0,0.9999881982803345,160,160
IMG-20250926-WA0198.jpg_compressed.JPEG,IMG-20250926-WA0198.jpg_compressed_face1.jpg,1,0.999862790107727,160,160
IMG-20250926-WA0198.jpg_compressed.JPEG,IMG-20250926-WA0198.jpg_compressed_face2.jpg,2,0.9999980926513672,160,160
IMG-20250926-WA0202.jpg_compressed.JPEG,IMG-20250926-WA0202.jpg_compressed_face0.jpg,0,1.0,160,160
IMG-20250926-WA0202.jpg_compressed.JPEG,IMG-20250926-WA0202.jpg_compressed_face1.jpg,1,0.9999738931655884,160,160
IMG-20250926-WA0202.jpg_compressed.JPEG,IMG-20250926-WA0202.jpg_compressed_face2.jpg,2,0.9999972581863403,160,160
IMG-20250926-WA0206.jpg_compressed.JPEG,IMG-20250926-WA0206.jpg_compressed_face0.jpg,0,0.9999996423721313,160,160
IMG-20250926-WA0206.jpg_compressed.JPEG,IMG-20250926-WA0206.jpg_compressed_face1.jpg,1,0.9999853372573853,160,160
IMG-20250926-WA0206.jpg_compressed.JPEG,IMG-20250926-WA0206.jpg_compressed_face2.jpg,2,0.999987006187439,160,160
IMG-20250926-WA0206.jpg_compressed.JPEG,IMG-20250926-WA0206.jpg_compressed_face4.jpg,4,0.989538311958313,160,160
IMG-20250926-WA0230.jpg_compressed.JPEG,IMG-20250926-WA0230.jpg_compressed_face0.jpg,0,0.9999992847442627,160,160
IMG-20250926-WA0230.jpg_compressed.JPEG,IMG-20250926-WA0230.jpg_compressed_face1.jpg,1,0.9999947547912598,160,160
IMG-20250926-WA0230.jpg_compressed.JPEG,IMG-20250926-WA0230.jpg_compressed_face2.jpg,2,0.9999994039535522,160,160
IMG-20250926-WA0240.jpg_compressed.JPEG,IMG-20250926-WA0240.jpg_compressed_face0.jpg,0,0.9993273019790649,160,160
IMG-20250926-WA0240.jpg_compressed.JPEG,IMG-20250926-WA0240.jpg_compressed_face1.jpg,1,0.9999992847442627,160,160
IMG-20250926-WA0244.jpg_compressed.JPEG,IMG-20250926-WA0244.jpg_compressed_face0.jpg,0,1.0,160,160
IMG-20250926-WA0244.jpg_compressed.JPEG,IMG-20250926-WA0244.jpg_compressed_face1.jpg,1,0.9997807145118713,160,160
IMG-20250926-WA0244.jpg_compressed.JPEG,IMG-20250926-WA0244.jpg_compressed_face2.jpg,2,0.9999998807907104,160,160
IMG-20251001-WA0034.jpeg_compressed.JPEG,IMG-20251001-WA0034.jpeg_compressed_face0.jpg,0,0.9999978542327881,160,160
IMG-20251001-WA0045.jpeg_compressed.JPEG,IMG-20251001-WA0045.jpeg_compressed_face0.jpg,0,0.9998865127563477,160,160
IMG-20251009-WA0023.jpg_compressed.JPEG,IMG-20251009-WA0023.jpg_compressed_face0.jpg,0,0.9999994039535522,160,160
IMG-20251009-WA0023.jpg_compressed.JPEG,IMG-20251009-WA0023.jpg_compressed_face1.jpg,1,0.9999632835388184,160,160
IMG-20251016-WA0051.jpg_compressed.JPEG,IMG-20251016-WA0051.jpg_compressed_face0.jpg,0,0.9999880790710449,160,160
IMG-20251016-WA0051.jpg_compressed.JPEG,IMG-20251016-WA0051.jpg_compressed_face1.jpg,1,0.9999953508377075,160,160
IMG-20251022-WA0067.jpg_compressed.JPEG,IMG-20251022-WA0067.jpg_compressed_face0.jpg,0,0.9992715716362,160,160
IMG-20251026-WA0015.jpg_compressed.JPEG,IMG-20251026-WA0015.jpg_compressed_face0.jpg,0,0.99998939037323,160,160
IMG-20251026-WA0016.jpg_compressed.JPEG,IMG-20251026-WA0016.jpg_compressed_face0.jpg,0,0.9988698363304138,160,160
IMG-20251026-WA0017.jpg_compressed.JPEG,IMG-20251026-WA0017.jpg_compressed_face0.jpg,0,0.9999918937683105,160,160
IMG-20251026-WA0018.jpg_compressed.JPEG,IMG-20251026-WA0018.jpg_compressed_face0.jpg,0,0.999322772026062,160,160
IMG-20251026-WA0019.jpg_compressed.JPEG,IMG-20251026-WA0019.jpg_compressed_face0.jpg,0,0.9992250204086304,160,160
IMG-20251026-WA0020.jpg_compressed.JPEG,IMG-20251026-WA0020.jpg_compressed_face0.jpg,0,0.999468982219696,160,160
IMG-20251026-WA0021.jpg_compressed.JPEG,IMG-20251026-WA0021.jpg_compressed_face0.jpg,0,0.9999281167984009,160,160
IMG-20251026-WA0022.jpg_compressed.JPEG,IMG-20251026-WA0022.jpg_compressed_face0.jpg,0,0.9999520778656006,160,160
IMG-20251026-WA0023.jpg_compressed.JPEG,IMG-20251026-WA0023.jpg_compressed_face0.jpg,0,0.9999634027481079,160,160
IMG-20251026-WA0023.jpg_compressed.JPEG,IMG-20251026-WA0023.jpg_compressed_face1.jpg,1,0.9999474287033081,160,160
IMG-20251026-WA0024.jpg_compressed.JPEG,IMG-20251026-WA0024.jpg_compressed_face0.jpg,0,0.9999282360076904,160,160
IMG-20251026-WA0025.jpg_compressed.JPEG,IMG-20251026-WA0025.jpg_compressed_face0.jpg,0,0.9992581009864807,160,160
IMG-20251026-WA0026.jpg_compressed.JPEG,IMG-20251026-WA0026.jpg_compressed_face0.jpg,0,0.9998169541358948,160,160
IMG-20251026-WA0026.jpg_compressed.JPEG,IMG-20251026-WA0026.jpg_compressed_face1.jpg,1,0.9996022582054138,160,160
IMG-20251026-WA0027.jpg_compressed.JPEG,IMG-20251026-WA0027.jpg_compressed_face1.jpg,1,0.9998745918273926,160,160
IMG-20251026-WA0028.jpg_compressed.JPEG,IMG-20251026-WA0028.jpg_compressed_face0.jpg,0,0.9995784163475037,160,160
IMG-20251026-WA0029.jpg_compressed.JPEG,IMG-20251026-WA0029.jpg_compressed_face0.jpg,0,0.9997161030769348,160,160
IMG-20251026-WA0030.jpg_compressed.JPEG,IMG-20251026-WA0030.jpg_compressed_face0.jpg,0,0.9999866485595703,160,160
IMG-20251026-WA0031.jpg_compressed.JPEG,IMG-20251026-WA0031.jpg_compressed_face0.jpg,0,0.9998188614845276,160,160
IMG-20251026-WA0032.jpg_compressed.JPEG,IMG-20251026-WA0032.jpg_compressed_face0.jpg,0,0.9995601773262024,160,160
IMG-20251026-WA0033.jpg_compressed.JPEG,IMG-20251026-WA0033.jpg_compressed_face0.jpg,0,0.9999904632568359,160,160
IMG-20251026-WA0034.jpg_compressed.JPEG,IMG-20251026-WA0034.jpg_compressed_face0.jpg,0,0.9999955892562866,160,160
IMG-20251026-WA0035.jpg_compressed.JPEG,IMG-20251026-WA0035.jpg_compressed_face0.jpg,0,0.9573602676391602,160,160
IMG-20251026-WA0036.jpg_compressed.JPEG,IMG-20251026-WA0036.jpg_compressed_face0.jpg,0,0.9999278783798218,160,160
IMG-20251026-WA0037.jpg_compressed.JPEG,IMG-20251026-WA0037.jpg_compressed_face0.jpg,0,0.9999911785125732,160,160
